201901ELC00001,218-0004-001-A,323031393031454c433030303031FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00002,218-0004-001-A,323031393031454c433030303032FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00003,218-0004-001-A,323031393031454c433030303033FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00004,218-0004-001-A,323031393031454c433030303034FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00005,218-0004-001-A,323031393031454c433030303035FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00006,218-0004-001-A,323031393031454c433030303036FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00007,218-0004-001-A,323031393031454c433030303037FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00008,218-0004-001-A,323031393031454c433030303038FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00009,218-0004-001-A,323031393031454c433030303039FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00010,218-0004-001-A,323031393031454c433030303130FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00011,218-0004-001-A,323031393031454c433030303131FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00012,218-0004-001-A,323031393031454c433030303132FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00013,218-0004-001-A,323031393031454c433030303133FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00014,218-0004-001-A,323031393031454c433030303134FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00015,218-0004-001-A,323031393031454c433030303135FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00016,218-0004-001-A,323031393031454c433030303136FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
201901ELC00017,218-0004-001-A,323031393031454c433030303137FFFF3231382d303030342d3030312d41FFFF30312e30302e30302e3030303030FFFF
